No.;Time;Source;Destination;Protocol;Length;Info;;;Time 1;Time 2;Delay;Delay 1;Delay 2;Jitter
18091;559,781387;192.168.1.9;69.192.218.9;TLSv1.3;1193;Application Data;;;559,781387;559,781505;0,000118;0,000057;0,000061;0,000004
18092;559,781505;192.168.1.9;69.192.218.9;TLSv1.3;1073;Application Data;;;559,781505;559,781566;0,000061;-0,001346;0,001407;0,002753
18093;559,781566;192.168.1.9;69.192.218.9;TLSv1.3;1073;Application Data;;;559,781566;559,782973;0,001407;0,001407;0;-0,001407
18094;559,782973;192.168.1.9;69.192.218.9;TCP;1506;49886  >  443 [ACK] Seq=41685 Ack=13808 Win=130816 Len=1452 [TCP segment of a reassembled PDU];;;559,782973;559,782973;0;0;0;0
18095;559,782973;192.168.1.9;69.192.218.9;TCP;1506;49886  >  443 [ACK] Seq=43137 Ack=13808 Win=130816 Len=1452 [TCP segment of a reassembled PDU];;;559,782973;559,782973;0;-0,000234;0,000234;0,000468
18096;559,782973;192.168.1.9;69.192.218.9;TLSv1.3;548;Application Data;;;559,782973;559,783207;0,000234;0,000234;0;-0,000234
18097;559,783207;192.168.1.9;69.192.218.9;TCP;1506;49886  >  443 [ACK] Seq=45083 Ack=13808 Win=130816 Len=1452 [TCP segment of a reassembled PDU];;;559,783207;559,783207;0;0;0;0
18098;559,783207;192.168.1.9;69.192.218.9;TCP;1506;49886  >  443 [ACK] Seq=46535 Ack=13808 Win=130816 Len=1452 [TCP segment of a reassembled PDU];;;559,783207;559,783207;0;0;0;0
18099;559,783207;192.168.1.9;69.192.218.9;TCP;1506;49886  >  443 [ACK] Seq=47987 Ack=13808 Win=130816 Len=1452 [TCP segment of a reassembled PDU];;;559,783207;559,783207;0;-0,005323;0,005323;0,010646
18100;559,783207;192.168.1.9;69.192.218.9;TLSv1.3;615;Application Data;;;559,783207;559,78853;0,005323;0,005323;0;-0,005323
18101;559,78853;69.192.218.9;192.168.1.9;TLSv1.3;963;Application Data;;;559,78853;559,78853;0;-0,000108;0,000108;0,000216
18102;559,78853;69.192.218.9;192.168.1.9;TLSv1.3;961;Application Data;;;559,78853;559,788638;0,000108;-0,002941;0,003049;0,00599
18103;559,788638;192.168.1.9;69.192.218.9;TCP;54;49910  >  443 [ACK] Seq=1660 Ack=12001 Win=132096 Len=0;;;559,788638;559,791687;0,003049;0,003049;0;-0,003049
18104;559,791687;192.168.1.9;69.192.218.9;TCP;1506;49912  >  443 [ACK] Seq=22345 Ack=8526 Win=132096 Len=1452 [TCP segment of a reassembled PDU];;;559,791687;559,791687;0;-0,000617;0,000617;0,001234
18105;559,791687;192.168.1.9;69.192.218.9;TLSv1.3;1193;Application Data;;;559,791687;559,792304;0,000617;0,000617;0;-0,000617
18106;559,792304;192.168.1.9;69.192.218.9;TCP;1506;49912  >  443 [ACK] Seq=24936 Ack=8526 Win=132096 Len=1452 [TCP segment of a reassembled PDU];;;559,792304;559,792304;0;-0,000086;0,000086;0,000172
18107;559,792304;192.168.1.9;69.192.218.9;TLSv1.3;1193;Application Data;;;559,792304;559,79239;0,000086;0,000008;0,000078;0,00007
18108;559,79239;192.168.1.9;69.192.218.9;TLSv1.3;1073;Application Data;;;559,79239;559,792468;0,000078;-0,045736;0,045814;0,09155
18109;559,792468;192.168.1.9;69.192.218.9;TLSv1.3;1073;Application Data;;;559,792468;559,838282;0,045814;0,045633;0,000181;-0,045452
18110;559,838282;69.192.218.9;192.168.1.9;TCP;54;443  >  49912 [ACK] Seq=8526 Ack=17716 Win=63360 Len=0;;;559,838282;559,838463;0,000181;-0,001022;0,001203;0,002225
18111;559,838463;69.192.218.9;192.168.1.9;TCP;54;443  >  49912 [ACK] Seq=8526 Ack=20307 Win=63360 Len=0;;;559,838463;559,839666;0,001203;0,000729;0,000474;-0,000255
18112;559,839666;69.192.218.9;192.168.1.9;TCP;54;443  >  49912 [ACK] Seq=8526 Ack=21326 Win=64128 Len=0;;;559,839666;559,84014;0,000474;-0,000072;0,000546;0,000618
18113;559,84014;69.192.218.9;192.168.1.9;TLSv1.3;89;Application Data;;;559,84014;559,840686;0,000546;0,000454;0,000092;-0,000362
18114;559,840686;69.192.218.9;192.168.1.9;TCP;54;443  >  49912 [ACK] Seq=8561 Ack=22345 Win=64128 Len=0;;;559,840686;559,840778;0,000092;0,000052;0,00004;-0,000012
18115;559,840778;69.192.218.9;192.168.1.9;TLSv1.3;89;Application Data;;;559,840778;559,840818;0,00004;-0,00167;0,00171;0,00338
18116;559,840818;192.168.1.9;69.192.218.9;TCP;54;49912  >  443 [ACK] Seq=29565 Ack=8596 Win=131840 Len=0;;;559,840818;559,842528;0,00171;-0,00111;0,00282;0,00393
18117;559,842528;69.192.218.9;192.168.1.9;TCP;54;443  >  49886 [ACK] Seq=13808 Ack=44589 Win=64128 Len=0;;;559,842528;559,845348;0,00282;0,000554;0,002266;0,001712
18118;559,845348;69.192.218.9;192.168.1.9;TCP;54;443  >  49886 [ACK] Seq=13808 Ack=46535 Win=64128 Len=0;;;559,845348;559,847614;0,002266;0,002135;0,000131;-0,002004
18119;559,847614;69.192.218.9;192.168.1.9;TCP;54;443  >  49886 [ACK] Seq=13808 Ack=50000 Win=64128 Len=0;;;559,847614;559,847745;0,000131;-0,000426;0,000557;0,000983
18120;559,847745;69.192.218.9;192.168.1.9;TCP;54;443  >  49912 [ACK] Seq=8596 Ack=23797 Win=64128 Len=0;;;559,847745;559,848302;0,000557;-0,000487;0,001044;0,001531
18121;559,848302;69.192.218.9;192.168.1.9;TCP;54;443  >  49912 [ACK] Seq=8596 Ack=24936 Win=64128 Len=0;;;559,848302;559,849346;0,001044;-0,000139;0,001183;0,001322
18122;559,849346;69.192.218.9;192.168.1.9;TCP;54;443  >  49912 [ACK] Seq=8596 Ack=26388 Win=64128 Len=0;;;559,849346;559,850529;0,001183;0,00039;0,000793;0,000403
18123;559,850529;69.192.218.9;192.168.1.9;TCP;54;443  >  49912 [ACK] Seq=8596 Ack=27527 Win=64128 Len=0;;;559,850529;559,851322;0,000793;0,000277;0,000516;0,000239
18124;559,851322;69.192.218.9;192.168.1.9;TCP;54;443  >  49912 [ACK] Seq=8596 Ack=28546 Win=64128 Len=0;;;559,851322;559,851838;0,000516;-0,000438;0,000954;0,001392
18125;559,851838;69.192.218.9;192.168.1.9;TLSv1.3;89;Application Data;;;559,851838;559,852792;0,000954;0,000915;0,000039;-0,000876
18126;559,852792;69.192.218.9;192.168.1.9;TLSv1.3;89;Application Data;;;559,852792;559,852831;0,000039;-0,032774;0,032813;0,065587
18127;559,852831;192.168.1.9;69.192.218.9;TCP;54;49912  >  443 [ACK] Seq=29565 Ack=8666 Win=131840 Len=0;;;559,852831;559,885644;0,032813;0,0319;0,000913;-0,030987
18128;559,885644;69.192.218.9;192.168.1.9;TLSv1.3;1327;Application Data;;;559,885644;559,886557;0,000913;0,000842;0,000071;-0,000771
18129;559,886557;69.192.218.9;192.168.1.9;TLSv1.3;83;Application Data;;;559,886557;559,886628;0,000071;-0,041864;0,041935;0,083799
18130;559,886628;192.168.1.9;69.192.218.9;TCP;54;49886  >  443 [ACK] Seq=50000 Ack=15110 Win=132096 Len=0;;;559,886628;559,928563;0,041935;0,039614;0,002321;-0,037293
18131;559,928563;69.192.218.9;192.168.1.9;TLSv1.3;957;Application Data;;;559,928563;559,930884;0,002321;0,002211;0,00011;-0,002101
18132;559,930884;69.192.218.9;192.168.1.9;TLSv1.3;960;Application Data;;;559,930884;559,930994;0,00011;-0,009902;0,010012;0,019914
18133;559,930994;192.168.1.9;69.192.218.9;TCP;54;49912  >  443 [ACK] Seq=29565 Ack=10475 Win=132096 Len=0;;;559,930994;559,941006;0,010012;0,008988;0,001024;-0,007964
18134;559,941006;192.168.1.9;23.216.158.67;TLSv1.3;211;Application Data;;;559,941006;559,94203;0,001024;0,000806;0,000218;-0,000588
18135;559,94203;192.168.1.9;23.216.158.67;TLSv1.3;208;Application Data;;;559,94203;559,942248;0,000218;-0,006628;0,006846;0,013474
18136;559,942248;69.192.218.9;192.168.1.9;TLSv1.3;962;Application Data;;;559,942248;559,949094;0,006846;-0,000359;0,007205;0,007564
18137;559,949094;192.168.1.9;23.216.158.67;TLSv1.3;209;Application Data;;;559,949094;559,956299;0,007205;0,007127;0,000078;-0,007049
18139;559,956299;69.192.218.9;192.168.1.9;TLSv1.3;956;Application Data;;;559,956299;559,956377;0,000078;-0,0053;0,005378;0,010678
18140;559,956377;192.168.1.9;69.192.218.9;TCP;54;49912  >  443 [ACK] Seq=29565 Ack=12285 Win=132096 Len=0;;;559,956377;559,961755;0,005378;0,005378;0;-0,005378
18141;559,961755;23.216.158.67;192.168.1.9;TCP;56;443  >  49898 [ACK] Seq=115078 Ack=2155 Win=37888 Len=0;;;559,961755;559,961755;0;-0,002842;0,002842;0,005684
18142;559,961755;23.216.158.67;192.168.1.9;TCP;56;443  >  49898 [ACK] Seq=115078 Ack=2309 Win=38912 Len=0;;;559,961755;559,964597;0,002842;0,002842;0;-0,002842
18143;559,964597;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=115078 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,964597;559,964597;0;0;0;0
18144;559,964597;23.216.158.67;192.168.1.9;TLSv1.3;1406;Application Data;;;559,964597;559,964597;0;0;0;0
18145;559,964597;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=117882 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,964597;559,964597;0;0;0;0
18146;559,964597;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=119334 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,964597;559,964597;0;-0,000133;0,000133;0,000266
18147;559,964597;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=120786 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,964597;559,96473;0,000133;0;0,000133;0,000133
18148;559,96473;192.168.1.9;23.216.158.67;TCP;54;49898  >  443 [ACK] Seq=2464 Ack=122238 Win=132096 Len=0;;;559,96473;559,964863;0,000133;0,000117;0,000016;-0,000101
18149;559,964863;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=122238 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,964863;559,964879;0,000016;-0,002171;0,002187;0,004358
18150;559,964879;192.168.1.9;23.216.158.67;TCP;54;49898  >  443 [ACK] Seq=2464 Ack=123690 Win=132096 Len=0;;;559,964879;559,967066;0,002187;0,002187;0;-0,002187
18151;559,967066;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=123690 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,967066;559,967066;0;0;0;0
18152;559,967066;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=125142 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,967066;559,967066;0;0;0;0
18153;559,967066;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=126594 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,967066;559,967066;0;0;0;0
18154;559,967066;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=128046 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,967066;559,967066;0;0;0;0
18155;559,967066;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=129498 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,967066;559,967066;0;0;0;0
18156;559,967066;23.216.158.67;192.168.1.9;TLSv1.3;1491;Application Data;;;559,967066;559,967066;0;-0,000161;0,000161;0,000322
18157;559,967066;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=132387 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,967066;559,967227;0,000161;-0,001436;0,001597;0,003033
18158;559,967227;192.168.1.9;23.216.158.67;TCP;54;49898  >  443 [ACK] Seq=2464 Ack=133839 Win=132096 Len=0;;;559,967227;559,968824;0,001597;0,001597;0;-0,001597
18159;559,968824;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=133839 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,968824;559,968824;0;0;0;0
18160;559,968824;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=135291 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,968824;559,968824;0;0;0;0
18161;559,968824;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=136743 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,968824;559,968824;0;0;0;0
18162;559,968824;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=138195 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,968824;559,968824;0;0;0;0
18163;559,968824;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=139647 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,968824;559,968824;0;0;0;0
18164;559,968824;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=141099 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,968824;559,968824;0;-0,000126;0,000126;0,000252
18165;559,968824;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=142551 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,968824;559,96895;0,000126;-0,000006;0,000132;0,000138
18166;559,96895;192.168.1.9;23.216.158.67;TCP;54;49898  >  443 [ACK] Seq=2464 Ack=144003 Win=132096 Len=0;;;559,96895;559,969082;0,000132;0,000112;0,00002;-0,000092
18167;559,969082;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=144003 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,969082;559,969102;0,00002;-0,000725;0,000745;0,00147
18168;559,969102;192.168.1.9;23.216.158.67;TCP;54;49898  >  443 [ACK] Seq=2464 Ack=145455 Win=132096 Len=0;;;559,969102;559,969847;0,000745;0,000745;0;-0,000745
18169;559,969847;23.216.158.67;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;559,969847;559,969847;0;0;0;0
18170;559,969847;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=146907 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,969847;559,969847;0;0;0;0
18171;559,969847;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=148359 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,969847;559,969847;0;0;0;0
18172;559,969847;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=149811 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,969847;559,969847;0;0;0;0
18173;559,969847;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=151263 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,969847;559,969847;0;0;0;0
18174;559,969847;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=152715 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,969847;559,969847;0;-0,00011;0,00011;0,00022
18175;559,969847;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=154167 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,969847;559,969957;0,00011;-0,000216;0,000326;0,000542
18176;559,969957;192.168.1.9;23.216.158.67;TCP;54;49898  >  443 [ACK] Seq=2464 Ack=155619 Win=132096 Len=0;;;559,969957;559,970283;0,000326;0,000326;0;-0,000326
18177;559,970283;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=155619 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,970283;559,970283;0;0;0;0
18178;559,970283;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=157071 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,970283;559,970283;0;0;0;0
18179;559,970283;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=158523 Ack=2309 Win=38912 Len=1452 [TCP segment of a reassembled PDU];;;559,970283;559,970283;0;-0,000035;0,000035;0,00007
18180;559,970283;23.216.158.67;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;559,970283;559,970318;0,000035;-0,001499;0,001534;0,003033
18181;559,970318;192.168.1.9;23.216.158.67;TCP;54;49898  >  443 [ACK] Seq=2464 Ack=161427 Win=132096 Len=0;;;559,970318;559,971852;0,001534;-0,001408;0,002942;0,00435
18182;559,971852;23.216.158.67;192.168.1.9;TLSv1.3;785;Application Data;;;559,971852;559,974794;0,002942;-0,00189;0,004832;0,006722
18184;559,974794;192.168.1.9;103.136.220.176;TCP;66;49914  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;559,974794;559,979626;0,004832;0,004832;0;-0,004832
18185;559,979626;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=162158 Ack=2464 Win=39936 Len=1452 [TCP segment of a reassembled PDU];;;559,979626;559,979626;0;0;0;0
18186;559,979626;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=163610 Ack=2464 Win=39936 Len=1452 [TCP segment of a reassembled PDU];;;559,979626;559,979626;0;-0,000138;0,000138;0,000276
18187;559,979626;23.216.158.67;192.168.1.9;TLSv1.3;1023;Application Data;;;559,979626;559,979764;0,000138;-0,011173;0,011311;0,022484
18188;559,979764;192.168.1.9;23.216.158.67;TCP;54;49898  >  443 [ACK] Seq=2464 Ack=166031 Win=132096 Len=0;;;559,979764;559,991075;0,011311;0,004405;0,006906;0,002501
18189;559,991075;192.168.1.9;118.98.77.155;TLSv1.3;140;Application Data;;;559,991075;559,997981;0,006906;0,006729;0,000177;-0,006552
18190;559,997981;103.136.220.176;192.168.1.9;TCP;66;443  >  49914 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1444 SACK_PERM=1 WS=1024;;;559,997981;559,998158;0,000177;-0,000107;0,000284;0,000391
18191;559,998158;192.168.1.9;103.136.220.176;TCP;54;49914  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0;;;559,998158;559,998442;0,000284;-0,015695;0,015979;0,031674
18192;559,998442;192.168.1.9;103.136.220.176;TLSv1.3;571;Client Hello;;;559,998442;560,014421;0,015979;0,011362;0,004617;-0,006745
18193;560,014421;118.98.77.155;192.168.1.9;TCP;56;443  >  49900 [ACK] Seq=19456 Ack=1552 Win=31360 Len=0;;;560,014421;560,019038;0,004617;0,004617;0;-0,004617
18194;560,019038;118.98.77.155;192.168.1.9;TCP;1506;443  >  49900 [ACK] Seq=19456 Ack=1552 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;560,019038;560,019038;0;-0,000103;0,000103;0,000206
18195;560,019038;118.98.77.155;192.168.1.9;TLSv1.3;956;Application Data;;;560,019038;560,019141;0,000103;-0,003194;0,003297;0,006491
18196;560,019141;192.168.1.9;118.98.77.155;TCP;54;49900  >  443 [ACK] Seq=1552 Ack=21810 Win=132096 Len=0;;;560,019141;560,022438;0,003297;0,000173;0,003124;0,002951
18197;560,022438;192.168.1.9;157.240.7.52;TCP;55;[TCP Keep-Alive] 49845  >  443 [ACK] Seq=1322 Ack=8180 Win=132096 Len=1;;;560,022438;560,025562;0,003124;-0,001926;0,00505;0,006976
18198;560,025562;103.136.220.176;192.168.1.9;TCP;54;443  >  49914 [ACK] Seq=1 Ack=518 Win=30720 Len=0;;;560,025562;560,030612;0,00505;0,00505;0;-0,00505
18199;560,030612;103.136.220.176;192.168.1.9;TLSv1.3;1506;Server Hello, Change Cipher Spec, Application Data;;;560,030612;560,030612;0;0;0;0
18200;560,030612;103.136.220.176;192.168.1.9;TCP;1506;443  >  49914 [ACK] Seq=1453 Ack=518 Win=30720 Len=1452 [TCP segment of a reassembled PDU];;;560,030612;560,030612;0;-0,000127;0,000127;0,000254
18201;560,030612;103.136.220.176;192.168.1.9;TLSv1.3;769;Application Data, Application Data, Application Data;;;560,030612;560,030739;0,000127;-0,010403;0,01053;0,020933
18202;560,030739;192.168.1.9;103.136.220.176;TCP;54;49914  >  443 [ACK] Seq=518 Ack=3620 Win=131328 Len=0;;;560,030739;560,041269;0,01053;0,010068;0,000462;-0,009606
18203;560,041269;192.168.1.9;23.38.195.82;TLSv1.3;155;Application Data;;;560,041269;560,041731;0,000462;0,000462;0;-0,000462
18204;560,041731;192.168.1.9;23.38.195.82;TCP;1506;49892  >  443 [ACK] Seq=9719 Ack=6578 Win=131072 Len=1452 [TCP segment of a reassembled PDU];;;560,041731;560,041731;0;0;0;0
18205;560,041731;192.168.1.9;23.38.195.82;TCP;1506;49892  >  443 [ACK] Seq=11171 Ack=6578 Win=131072 Len=1452 [TCP segment of a reassembled PDU];;;560,041731;560,041731;0;0;0;0
18206;560,041731;192.168.1.9;23.38.195.82;TCP;1506;49892  >  443 [ACK] Seq=12623 Ack=6578 Win=131072 Len=1452 [TCP segment of a reassembled PDU];;;560,041731;560,041731;0;0;0;0
18207;560,041731;192.168.1.9;23.38.195.82;TCP;1506;49892  >  443 [ACK] Seq=14075 Ack=6578 Win=131072 Len=1452 [TCP segment of a reassembled PDU];;;560,041731;560,041731;0;0;0;0
18208;560,041731;192.168.1.9;23.38.195.82;TCP;1506;49892  >  443 [ACK] Seq=15527 Ack=6578 Win=131072 Len=1452 [TCP segment of a reassembled PDU];;;560,041731;560,041731;0;0;0;0
18209;560,041731;192.168.1.9;23.38.195.82;TCP;1506;49892  >  443 [ACK] Seq=16979 Ack=6578 Win=131072 Len=1452 [TCP segment of a reassembled PDU];;;560,041731;560,041731;0;0;0;0
18210;560,041731;192.168.1.9;23.38.195.82;TCP;1506;49892  >  443 [ACK] Seq=18431 Ack=6578 Win=131072 Len=1452 [TCP segment of a reassembled PDU];;;560,041731;560,041731;0;0;0;0
18211;560,041731;192.168.1.9;23.38.195.82;TCP;1506;49892  >  443 [ACK] Seq=19883 Ack=6578 Win=131072 Len=1452 [TCP segment of a reassembled PDU];;;560,041731;560,041731;0;0;0;0
18212;560,041731;192.168.1.9;23.38.195.82;TCP;1506;49892  >  443 [ACK] Seq=21335 Ack=6578 Win=131072 Len=1452 [TCP segment of a reassembled PDU];;;560,041731;560,041731;0;0;0;0
18213;560,041731;192.168.1.9;23.38.195.82;TCP;1506;49892  >  443 [ACK] Seq=22787 Ack=6578 Win=131072 Len=1452 [TCP segment of a reassembled PDU];;;560,041731;560,041731;0;0;0;0
18214;560,041731;192.168.1.9;23.38.195.82;TCP;1506;49892  >  443 [ACK] Seq=24239 Ack=6578 Win=131072 Len=1452 [TCP segment of a reassembled PDU];;;560,041731;560,041731;0;-0,00051;0,00051;0,00102
18215;560,041731;192.168.1.9;23.38.195.82;TLSv1.3;488;Application Data;;;560,041731;560,042241;0,00051;0,00051;0;-0,00051
18216;560,042241;192.168.1.9;23.38.195.82;TCP;1506;49892  >  443 [ACK] Seq=26125 Ack=6578 Win=131072 Len=1452 [TCP segment of a reassembled PDU];;;560,042241;560,042241;0;0;0;0
18217;560,042241;192.168.1.9;23.38.195.82;TCP;1506;49892  >  443 [ACK] Seq=27577 Ack=6578 Win=131072 Len=1452 [TCP segment of a reassembled PDU];;;560,042241;560,042241;0;0;0;0
18218;560,042241;192.168.1.9;23.38.195.82;TCP;1506;49892  >  443 [ACK] Seq=29029 Ack=6578 Win=131072 Len=1452 [TCP segment of a reassembled PDU];;;560,042241;560,042241;0;0;0;0
18219;560,042241;192.168.1.9;23.38.195.82;TCP;1506;49892  >  443 [ACK] Seq=30481 Ack=6578 Win=131072 Len=1452 [TCP segment of a reassembled PDU];;;560,042241;560,042241;0;-0,002906;0,002906;0,005812
18220;560,042241;192.168.1.9;23.38.195.82;TCP;1506;49892  >  443 [ACK] Seq=31933 Ack=6578 Win=131072 Len=1452 [TCP segment of a reassembled PDU];;;560,042241;560,045147;0,002906;-0,000162;0,003068;0,00323
18221;560,045147;157.240.7.52;192.168.1.9;TCP;54;[TCP Keep-Alive ACK] 443  >  49845 [ACK] Seq=8180 Ack=1323 Win=68096 Len=0;;;560,045147;560,048215;0,003068;0,002535;0,000533;-0,002002
18222;560,048215;192.168.1.9;103.136.220.176;TLSv1.3;134;Change Cipher Spec, Application Data;;;560,048215;560,048748;0,000533;0,000533;0;-0,000533
18223;560,048748;192.168.1.9;103.136.220.176;TCP;1498;49914  >  443 [ACK] Seq=598 Ack=3620 Win=131328 Len=1444 [TCP segment of a reassembled PDU];;;560,048748;560,048748;0;0;0;0
18224;560,048748;192.168.1.9;103.136.220.176;TCP;1498;49914  >  443 [ACK] Seq=2042 Ack=3620 Win=131328 Len=1444 [TCP segment of a reassembled PDU];;;560,048748;560,048748;0;-0,007432;0,007432;0,014864
18225;560,048748;192.168.1.9;103.136.220.176;TLSv1.3;702;Application Data;;;560,048748;560,05618;0,007432;0,007322;0,00011;-0,007212
18226;560,05618;23.38.195.82;192.168.1.9;TCP;54;443  >  49892 [ACK] Seq=6578 Ack=11171 Win=52864 Len=0;;;560,05618;560,05629;0,00011;0,00011;0;-0,00011
18227;560,05629;192.168.1.9;23.38.195.82;TCP;1506;49892  >  443 [ACK] Seq=33385 Ack=6578 Win=131072 Len=1452 [TCP segment of a reassembled PDU];;;560,05629;560,05629;0;-0,002921;0,002921;0,005842
18228;560,05629;192.168.1.9;23.38.195.82;TCP;1506;49892  >  443 [ACK] Seq=34837 Ack=6578 Win=131072 Len=1452 [TCP segment of a reassembled PDU];;;560,05629;560,059211;0,002921;0,002817;0,000104;-0,002713
18229;560,059211;23.38.195.82;192.168.1.9;TCP;54;443  >  49892 [ACK] Seq=6578 Ack=14075 Win=58752 Len=0;;;560,059211;560,059315;0,000104;0,000104;0;-0,000104
18230;560,059315;192.168.1.9;23.38.195.82;TCP;1506;49892  >  443 [ACK] Seq=36289 Ack=6578 Win=131072 Len=1452 [TCP segment of a reassembled PDU];;;560,059315;560,059315;0;0;0;0
18231;560,059315;192.168.1.9;23.38.195.82;TCP;1506;49892  >  443 [ACK] Seq=37741 Ack=6578 Win=131072 Len=1452 [TCP segment of a reassembled PDU];;;560,059315;560,059315;0;0;0;0
18232;560,059315;192.168.1.9;23.38.195.82;TCP;1506;49892  >  443 [ACK] Seq=39193 Ack=6578 Win=131072 Len=1452 [TCP segment of a reassembled PDU];;;560,059315;560,059315;0;0;0;0
18233;560,059315;192.168.1.9;23.38.195.82;TCP;1506;49892  >  443 [ACK] Seq=40645 Ack=6578 Win=131072 Len=1452 [TCP segment of a reassembled PDU];;;560,059315;560,059315;0;-0,002258;0,002258;0,004516
18234;560,059315;192.168.1.9;23.38.195.82;TLSv1.3;626;Application Data [TCP segment of a reassembled PDU];;;560,059315;560,061573;0,002258;0,002153;0,000105;-0,002048
18235;560,061573;23.38.195.82;192.168.1.9;TCP;54;443  >  49892 [ACK] Seq=6578 Ack=16979 Win=64640 Len=0;;;560,061573;560,061678;0,000105;0,000105;0;-0,000105
18236;560,061678;192.168.1.9;23.38.195.82;TCP;1506;49892  >  443 [ACK] Seq=42669 Ack=6578 Win=131072 Len=1452 [TCP segment of a reassembled PDU];;;560,061678;560,061678;0;0;0;0
